Confirmation Code,Student First Name,Student Middle Name,Student Last Name,Student Birthday,Student Gender,Student Street Address 1,Student Street Address 2,Student City,Student ZIP Code,Contact 1 First Name,Contact 1 Last Name,Contact 1 Phone,Contact 1 Email,Contact 1 Relationship,Contact 2 First Name,Contact 2 Last Name,Contact 2 Phone,Contact 2 Email,Contact 2 Relationship,Household Members,Household Monthly Income,Schools Applied
584,StudentFirst584,StudentMiddle584,StudentLast584,6/26/2010,Male,706 Fake St,,Pawtucket,02526,ContactFirst584,ContactLast584,401-123-5150,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
585,StudentFirst585,StudentMiddle585,StudentLast585,10/19/2009,Female,707 Fake St,,Central Falls,02527,ContactFirst585,ContactLast585,401-123-5151,123@gt-fake-email.edu.org,Mother,,,,,,3,4928,Central Falls - Capt. Hunt Early Learning Center;
586,StudentFirst586,StudentMiddle586,StudentLast586,1/26/2010,Male,708 Fake St,,Central Falls,02528,ContactFirst586,ContactLast586,401-123-5152,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
587,StudentFirst587,StudentMiddle587,StudentLast587,5/4/2010,Female,709 Fake St,,Woonsocket,02529,ContactFirst587,ContactLast587,401-123-5153,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Woonsocket - Woonsocket Head Start Child Development Association;
588,StudentFirst588,StudentMiddle588,StudentLast588,9/18/2009,Male,710 Fake St,,Central Falls,02530,ContactFirst588,ContactLast588,401-123-5154,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
589,StudentFirst589,StudentMiddle589,StudentLast589,1/31/2010,Male,711 Fake St,,Providence,02531,ContactFirst589,ContactLast589,401-123-5155,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;
590,StudentFirst590,StudentMiddle590,StudentLast590,5/20/2010,Male,712 Fake St,,Pawtucket,02532,ContactFirst590,ContactLast590,401-123-5156,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
591,StudentFirst591,StudentMiddle591,StudentLast591,4/15/2010,Female,713 Fake St,,Warwick,02533,ContactFirst591,ContactLast591,401-123-5157,123@gt-fake-email.edu.org,Mother,,,,,,7,6806,Warwick - Westbay Community Action Children's Center;
592,StudentFirst592,StudentMiddle592,StudentLast592,12/25/2009,Female,714 Fake St,,Central Falls,02534,ContactFirst592,ContactLast592,401-123-5158,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Central Falls - Capt. Hunt Early Learning Center;
593,StudentFirst593,StudentMiddle593,StudentLast593,3/24/2010,Female,715 Fake St,,Central Falls,02535,ContactFirst593,ContactLast593,401-123-5159,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Central Falls - Capt. Hunt Early Learning Center;
594,StudentFirst594,StudentMiddle594,StudentLast594,9/2/2009,Male,716 Fake St,,Providence,02536,ContactFirst594,ContactLast594,401-123-5160,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;
595,StudentFirst595,StudentMiddle595,StudentLast595,9/10/2009,Male,717 Fake St,,Pawtucket,02537,ContactFirst595,ContactLast595,401-123-5161,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
596,StudentFirst596,StudentMiddle596,StudentLast596,2/21/2010,Male,718 Fake St,,Warwick,02538,ContactFirst596,ContactLast596,401-123-5162,123@gt-fake-email.edu.org,Mother,,,,,,4,6806,Warwick - Westbay Community Action Children's Center;
597,StudentFirst597,StudentMiddle597,StudentLast597,8/6/2010,Male,719 Fake St,,Pawtucket,02539,ContactFirst597,ContactLast597,401-123-5163,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
598,StudentFirst598,StudentMiddle598,StudentLast598,8/25/2010,Female,720 Fake St,,West Warwick,02540,ContactFirst598,ContactLast598,401-123-5164,123@gt-fake-email.edu.org,Mother,,,,,,3,4928,West Warwick - CHILD Inc.;
599,StudentFirst599,StudentMiddle599,StudentLast599,3/20/2010,Female,721 Fake St,,Newport,02541,ContactFirst599,ContactLast599,401-123-5165,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Newport - East Bay Community Action Head Start;
600,StudentFirst600,StudentMiddle600,StudentLast600,7/12/2010,Female,722 Fake St,,Providence,02542,ContactFirst600,ContactLast600,401-123-5166,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - The Mariposa Center;
601,StudentFirst601,StudentMiddle601,StudentLast601,10/11/2009,Male,723 Fake St,,Woonsocket,02543,ContactFirst601,ContactLast601,401-123-5167,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Woonsocket - Woonsocket Head Start Child Development Association;
602,StudentFirst602,StudentMiddle602,StudentLast602,11/10/2009,Female,724 Fake St,,Warwick,02544,ContactFirst602,ContactLast602,401-123-5168,123@gt-fake-email.edu.org,Mother,,,,,,4,6180,Warwick - Westbay Community Action Children's Center;
603,StudentFirst603,StudentMiddle603,StudentLast603,12/1/2009,Male,725 Fake St,,Central Falls,02545,ContactFirst603,ContactLast603,401-123-5169,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
604,StudentFirst604,StudentMiddle604,StudentLast604,12/13/2009,Male,726 Fake St,,Pawtucket,02546,ContactFirst604,ContactLast604,401-123-5170,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
605,StudentFirst605,StudentMiddle605,StudentLast605,6/9/2010,Male,727 Fake St,,Providence,02547,ContactFirst605,ContactLast605,401-123-5171,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;
606,StudentFirst606,StudentMiddle606,StudentLast606,1/22/2010,Female,728 Fake St,,Central Falls,02548,ContactFirst606,ContactLast606,401-123-5172,123@gt-fake-email.edu.org,Father,,,,,,5,2425,Central Falls - Capt. Hunt Early Learning Center;
607,StudentFirst607,StudentMiddle607,StudentLast607,4/16/2010,Male,729 Fake St,,Providence,02549,ContactFirst607,ContactLast607,401-123-5173,123@gt-fake-email.edu.org,Mother,,,,,,6,3051,Providence - Smith Hill Early Childhood Learning Center;
608,StudentFirst608,StudentMiddle608,StudentLast608,12/12/2009,Male,730 Fake St,,Warwick,02550,ContactFirst608,ContactLast608,401-123-5174,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Warwick - CHILD Inc.;
609,StudentFirst609,StudentMiddle609,StudentLast609,10/19/2009,Male,731 Fake St,,West Warwick,02551,ContactFirst609,ContactLast609,401-123-5175,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,West Warwick - CHILD Inc.;
610,StudentFirst610,StudentMiddle610,StudentLast610,8/16/2010,Male,732 Fake St,,Woonsocket,02552,ContactFirst610,ContactLast610,401-123-5176,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Woonsocket - Woonsocket Head Start Child Development Association;
611,StudentFirst611,StudentMiddle611,StudentLast611,4/19/2010,Female,733 Fake St,,Providence,02553,ContactFirst611,ContactLast611,401-123-5177,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Smith Hill Early Childhood Learning Center;
612,StudentFirst612,StudentMiddle612,StudentLast612,12/10/2009,Male,734 Fake St,,Pawtucket,02554,ContactFirst612,ContactLast612,401-123-5178,123@gt-fake-email.edu.org,Mother,,,,,,5,3051,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
613,StudentFirst613,StudentMiddle613,StudentLast613,12/16/2009,Male,735 Fake St,,Warwick,02555,ContactFirst613,ContactLast613,401-123-5179,123@gt-fake-email.edu.org,Mother,,,,,,7,2425,Warwick - Westbay Community Action Children's Center;
614,StudentFirst614,StudentMiddle614,StudentLast614,4/21/2010,Female,736 Fake St,,Woonsocket,02556,ContactFirst614,ContactLast614,401-123-5180,123@gt-fake-email.edu.org,Mother,,,,,,4,4302,Woonsocket - Woonsocket Head Start Child Development Association;
615,StudentFirst615,StudentMiddle615,StudentLast615,3/12/2010,Female,737 Fake St,,Central Falls,02557,ContactFirst615,ContactLast615,401-123-5181,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Central Falls - Capt. Hunt Early Learning Center;
616,StudentFirst616,StudentMiddle616,StudentLast616,11/21/2009,Male,738 Fake St,,Woonsocket,02558,ContactFirst616,ContactLast616,401-123-5182,123@gt-fake-email.edu.org,Mother,,,,,,5,3677,Woonsocket - Woonsocket Head Start Child Development Association;
617,StudentFirst617,StudentMiddle617,StudentLast617,9/28/2009,Male,739 Fake St,,Warwick,02559,ContactFirst617,ContactLast617,401-123-5183,123@gt-fake-email.edu.org,Mother,,,,,,3,6180,Warwick - CHILD Inc.;
618,StudentFirst618,StudentMiddle618,StudentLast618,9/28/2009,Male,740 Fake St,,Warwick,02560,ContactFirst618,ContactLast618,401-123-5184,123@gt-fake-email.edu.org,Mother,,,,,,3,6180,Warwick - Imagine Preschool at CCRI Knight Campus;
619,StudentFirst619,StudentMiddle619,StudentLast619,9/28/2009,Male,741 Fake St,,Warwick,02561,ContactFirst619,ContactLast619,401-123-5185,123@gt-fake-email.edu.org,Mother,,,,,,3,6180,Warwick - Westbay Community Action Children's Center;
620,StudentFirst620,StudentMiddle620,StudentLast620,12/7/2009,Female,742 Fake St,,Warwick,02562,ContactFirst620,ContactLast620,401-123-5186,123@gt-fake-email.edu.org,Mother,,,,,,5,4928,Warwick - Westbay Community Action Children's Center;
621,StudentFirst621,StudentMiddle621,StudentLast621,5/25/2010,Female,743 Fake St,,Providence,02563,ContactFirst621,ContactLast621,401-123-5187,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
622,StudentFirst622,StudentMiddle622,StudentLast622,4/5/2010,Male,744 Fake St,,Cranston,02564,ContactFirst622,ContactLast622,401-123-5188,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Cranston - Comprehensive Community Action Program (CCAP);
623,StudentFirst623,StudentMiddle623,StudentLast623,5/27/2010,Female,745 Fake St,,Providence,02565,ContactFirst623,ContactLast623,401-123-5189,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Smith Hill Early Childhood Learning Center;
624,StudentFirst624,StudentMiddle624,StudentLast624,10/11/2009,Female,746 Fake St,,Providence,02566,ContactFirst624,ContactLast624,401-123-5190,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,Providence - The Mariposa Center;
625,StudentFirst625,StudentMiddle625,StudentLast625,8/10/2010,Male,747 Fake St,,Cranston,02567,ContactFirst625,ContactLast625,401-123-5191,123@gt-fake-email.edu.org,Mother,,,,,,6,3677,Cranston - Comprehensive Community Action Program (CCAP);
626,StudentFirst626,StudentMiddle626,StudentLast626,8/27/2010,Male,748 Fake St,,Woonsocket,02568,ContactFirst626,ContactLast626,401-123-5192,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Woonsocket - Woonsocket Head Start Child Development Association;
627,StudentFirst627,StudentMiddle627,StudentLast627,4/5/2010,Female,749 Fake St,,Pawtucket,02569,ContactFirst627,ContactLast627,401-123-5193,123@gt-fake-email.edu.org,Mother,,,,,,6,3677,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
628,StudentFirst628,StudentMiddle628,StudentLast628,11/2/2009,Female,750 Fake St,,Pawtucket,02570,ContactFirst628,ContactLast628,401-123-5194,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
629,StudentFirst629,StudentMiddle629,StudentLast629,12/25/2009,Female,751 Fake St,,Cranston,02571,ContactFirst629,ContactLast629,401-123-5195,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Cranston - Comprehensive Community Action Program (CCAP);
630,StudentFirst630,StudentMiddle630,StudentLast630,8/12/2010,Female,752 Fake St,,Cranston,02572,ContactFirst630,ContactLast630,401-123-5196,123@gt-fake-email.edu.org,Father,,,,,,4,4302,Cranston - Comprehensive Community Action Program (CCAP);
631,StudentFirst631,StudentMiddle631,StudentLast631,2/2/2010,Female,753 Fake St,,West Warwick,02573,ContactFirst631,ContactLast631,401-123-5197,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,West Warwick - CHILD Inc.;
632,StudentFirst632,StudentMiddle632,StudentLast632,12/28/2009,Female,754 Fake St,,Woonsocket,02574,ContactFirst632,ContactLast632,401-123-5198,123@gt-fake-email.edu.org,Mother,,,,,,5,6180,Woonsocket - Woonsocket Head Start Child Development Association;
633,StudentFirst633,StudentMiddle633,StudentLast633,1/5/2010,Female,755 Fake St,,Providence,02575,ContactFirst633,ContactLast633,401-123-5199,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
634,StudentFirst634,StudentMiddle634,StudentLast634,12/7/2009,Female,756 Fake St,,Cranston,02576,ContactFirst634,ContactLast634,401-123-5200,123@gt-fake-email.edu.org,Father,,,,,,6,6806,Cranston - Comprehensive Community Action Program (CCAP);
635,StudentFirst635,StudentMiddle635,StudentLast635,1/26/2010,Female,757 Fake St,,West Warwick,02577,ContactFirst635,ContactLast635,401-123-5201,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,West Warwick - CHILD Inc.;
636,StudentFirst636,StudentMiddle636,StudentLast636,1/30/2010,Male,758 Fake St,,Providence,02578,ContactFirst636,ContactLast636,401-123-5202,123@gt-fake-email.edu.org,Mother,,,,,,3,3677,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - The Mariposa Center;
637,StudentFirst637,StudentMiddle637,StudentLast637,10/11/2009,Female,759 Fake St,,Providence,02579,ContactFirst637,ContactLast637,401-123-5203,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,Providence - Beautiful Beginnings;
638,StudentFirst638,StudentMiddle638,StudentLast638,11/15/2009,Female,760 Fake St,,Woonsocket,02580,ContactFirst638,ContactLast638,401-123-5204,123@gt-fake-email.edu.org,Mother,,,,,,6,5554,Woonsocket - Woonsocket Head Start Child Development Association;
639,StudentFirst639,StudentMiddle639,StudentLast639,10/30/2009,Male,761 Fake St,,Providence,02581,ContactFirst639,ContactLast639,401-123-5205,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,Providence - Beautiful Beginnings;
640,StudentFirst640,StudentMiddle640,StudentLast640,11/2/2009,Male,762 Fake St,,Cranston,02582,ContactFirst640,ContactLast640,401-123-5206,123@gt-fake-email.edu.org,Mother,,,,,,4,3051,Cranston - Comprehensive Community Action Program (CCAP);
641,StudentFirst641,StudentMiddle641,StudentLast641,8/15/2010,Female,763 Fake St,,Central Falls,02583,ContactFirst641,ContactLast641,401-123-5207,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Central Falls - Capt. Hunt Early Learning Center;
642,StudentFirst642,StudentMiddle642,StudentLast642,10/3/2009,Female,764 Fake St,,Pawtucket,02584,ContactFirst642,ContactLast642,401-123-5208,123@gt-fake-email.edu.org,Father,,,,,,7,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
643,StudentFirst643,StudentMiddle643,StudentLast643,9/4/2009,Female,765 Fake St,,Cranston,02585,ContactFirst643,ContactLast643,401-123-5209,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Cranston - Comprehensive Community Action Program (CCAP);
644,StudentFirst644,StudentMiddle644,StudentLast644,6/28/2010,Male,766 Fake St,,Providence,02586,ContactFirst644,ContactLast644,401-123-5210,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
645,StudentFirst645,StudentMiddle645,StudentLast645,8/6/2010,Male,767 Fake St,,Providence,02587,ContactFirst645,ContactLast645,401-123-5211,123@gt-fake-email.edu.org,Mother,,,,,,4,4928,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
646,StudentFirst646,StudentMiddle646,StudentLast646,11/10/2010,Female,768 Fake St,,Providence,02588,ContactFirst646,ContactLast646,401-123-5212,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
647,StudentFirst647,StudentMiddle647,StudentLast647,7/11/2010,Female,769 Fake St,,Warwick,02589,ContactFirst647,ContactLast647,401-123-5213,123@gt-fake-email.edu.org,Mother,,,,,,4,7432,Warwick - CHILD Inc.;Warwick - Imagine Preschool at CCRI Knight Campus;Warwick - Westbay Community Action Children's Center;
648,StudentFirst648,StudentMiddle648,StudentLast648,4/3/2010,Male,770 Fake St,,Pawtucket,02590,ContactFirst648,ContactLast648,401-123-5214,123@gt-fake-email.edu.org,Legal Guardian,,,,,,6,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
649,StudentFirst649,StudentMiddle649,StudentLast649,11/26/2009,Male,771 Fake St,,Warwick,02591,ContactFirst649,ContactLast649,401-123-5215,123@gt-fake-email.edu.org,Mother,,,,,,6,7432,Warwick - CHILD Inc.;Warwick - Westbay Community Action Children's Center;
650,StudentFirst650,StudentMiddle650,StudentLast650,10/10/2009,Female,772 Fake St,,West Warwick,02592,ContactFirst650,ContactLast650,401-123-5216,123@gt-fake-email.edu.org,Mother,,,,,,3,2425,West Warwick - CHILD Inc.;
651,StudentFirst651,StudentMiddle651,StudentLast651,5/29/2010,Male,773 Fake St,,Providence,02593,ContactFirst651,ContactLast651,401-123-5217,123@gt-fake-email.edu.org,Mother,,,,,,4,2425,Providence - Beautiful Beginnings;
652,StudentFirst652,StudentMiddle652,StudentLast652,6/7/2010,Female,774 Fake St,,Providence,02594,ContactFirst652,ContactLast652,401-123-5218,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Providence - Beautiful Beginnings;Providence - Ready to Learn Providence at CCRI Liston Campus;Providence - Smith Hill Early Childhood Learning Center;Providence - The Mariposa Center;
653,StudentFirst653,StudentMiddle653,StudentLast653,4/20/2010,Female,775 Fake St,,Woonsocket,02595,ContactFirst653,ContactLast653,401-123-5219,123@gt-fake-email.edu.org,Mother,,,,,,5,2425,Woonsocket - Woonsocket Head Start Child Development Association;
654,StudentFirst654,StudentMiddle654,StudentLast654,6/4/2010,Female,776 Fake St,,Woonsocket,02596,ContactFirst654,ContactLast654,401-123-5220,123@gt-fake-email.edu.org,Father,,,,,,6,7432,Woonsocket - Woonsocket Head Start Child Development Association;
655,StudentFirst655,StudentMiddle655,StudentLast655,1/20/2010,Male,777 Fake St,,Pawtucket,02597,ContactFirst655,ContactLast655,401-123-5221,123@gt-fake-email.edu.org,Mother,,,,,,2,2425,Pawtucket - Ready to Learn-Heritage Park YMCA Early Learning Center;
